before,dragon_rider,after,length,color
BBBPPB,PPPPPPBPPPPPPP,BBBPPP,13,P
BBBPPB,PPPPPPBPPPPPPP,BBBPPP,13,P
PPPBPB,PPPPPPBBBPPPPP,BBBBPP,11,P
PPPBPB,PPPPPPBBBPPPPP,BBBBPP,11,P
PPPBPB,PPPPPPBBBPPPPP,BBBBPP,11,P
PBBBPP,BBBBBBBBBBBBPPBBBBB,PBBBBP,17,B
PPBBPP,BBBBBPPBBBBB,PBPBBB,10,B
PBPPPP,BBBBBPPPBBBBBBB,PBBPBB,12,B
PBPPPP,BBBBBPPPBBBBBBB,PBBPBB,12,B
BBPBBB,PPPPPPBPPPPPPP,BBBBBB,13,P
BPPBBB,PPPPPPBPPPPP,BBPBBB,11,P
BBBPPB,PPPPPPPPPBPPPPPP,BPBPBP,15,P
PBBPPP,BBBBBBBPPBBBBB,PBPPPP,12,B
PPPBPP,BBBBBBPPPBBBBBBB,PPBBBB,13,B
BPBPPP,BBBBBPBBBBBB,PPPBPB,11,B
PPBBPP,BBBBBBBPPPBBBBBBB,PBPPPB,14,B
PPBBPP,BBBBBBBBPPPBBBBBBB,PBBBBP,15,B
BPPPBP,BBBBBPPPBBBBBB,PPBBBB,11,B
PPBBPB,PPPPPPPPPBBPPPPPP,BBBBPP,15,P
BPPPBB,PPPPPPPPBBPPPPPP,BBBBPP,14,P
PPBPBB,PPPPPPPPPBBBPPPPPP,BBBBBP,15,P
BBBPPP,BBBBBPBBBBBB,PBPPPP,11,B
PBPPPB,PPPPPBPPPPPPPPPPP,BPBBPP,16,P
BPPBPP,BBBBBBBBPBBBBBBBBBB,PPPPPB,18,B
BBBBBB,PPPPPBPPPPP,BPPBBP,10,P
PBBBPP,BBBBBBBPBBBBB,PPPPPP,12,B
PBBPBB,PPPPPBBPPPPP,BBBBPP,10,P
BBPBBB,PPPPPBBBPPPPP,BBPPPP,10,P
PPPPBB,PPPPPBBBPPPPP,BPPPPB,10,P
PPPPBB,PPPPPPPPBPPPPP,BPBPPP,13,P
BPBBBP,BBBBBPPBBBBB,PPBPBP,10,B
PPBBPP,BBBBBPPBBBBBBBB,PBPPPP,13,B
PBPBBP,BBBBBBBPBBBBBBBB,PBPPPP,15,B
PBPPPP,BBBBBBBBBPBBBBBBBBBBB,PPPPPB,20,B
PPBBPP,BBBBBBBBBBBPBBBBBB,PBBBPB,17,B
BBPBBP,BBBBBPBBBBBB,PBPBBB,11,B
BBPPBP,BBBBBPPBBBBBBBB,PPPPBB,13,B
PBPPPB,PPPPPPPPBPPPPPPPP,BPPPBP,16,P
BPBBPB,PPPPPPBPPPPPP,BPPPPB,12,P
PPBBPB,PPPPPBBPPPPP,BBPBPB,10,P
BPPPBB,PPPPPBBPPPPPPPP,BBPBBB,13,P
BBPPBP,BBBBBPPBBBBB,PPBPPP,10,B
BBBBPB,PPPPPPPPPBBBPPPPP,BPBPBP,14,P
PBPPPB,PPPPPPBPPPPP,BPBPBB,11,P
PBBBBP,BBBBBBPBBBBBBBB,PBBBBB,14,B
PPBPBB,PPPPPPBBPPPPP,BBPPPP,11,P
BBPPBB,PPPPPPPPBPPPPP,BBBPPP,13,P
BPBPBB,PPPPPBBPPPPP,BBBPBP,10,P
BPPPPP,BBBBBPPPBBBBB,PBPPPB,10,B
PBPPPP,BBBBBPPPBBBBBBB,PBBBPP,12,B
PPPBPP,BBBBBBBPBBBBBBBBB,PBBBBB,16,B
BBBBBP,BBBBBBBPPBBBBBBB,PPBBBP,14,B
PBPBPP,BBBBBBBBBBPPBBBBBBBBB,PBPPPP,19,B
BBPBPB,PPPPPBPPPPPPP,BPBBBP,12,P
BBBPBB,PPPPPBBBPPPPPPP,BPPPPB,12,P
BPPPBP,BBBBBBBBBPPBBBBB,PPBBPB,14,B
BBPPBP,BBBBBBPPBBBBBBBB,PBBPPP,14,B
PPPBBB,PPPPPBBPPPPP,BPBPBB,10,P
BBBBBB,PPPPPPPBPPPPP,BBBPPB,12,P
BPBBBB,PPPPPPPPBPPPPP,BPPBPP,13,P
BBBPPB,PPPPPPBBBPPPPP,BBBPBP,11,P
PBBBPP,BBBBBBPPBBBBBBB,PBPBPP,13,B
BBBPPB,PPPPPBPPPPPP,BBBBPP,11,P
BPBPBP,BBBBBBPPBBBBB,PPPBPP,11,B
BPBBBB,PPPPPBBBPPPPP,BBBPPB,10,P
PBPPPB,PPPPPPPPBPPPPP,BPBPBB,13,P
BPPPBP,BBBBBPBBBBBBB,PBPPBP,12,B
BBBBPP,BBBBBBPPPBBBBBB,PPBPPB,12,B
PPBBPP,BBBBBBPBBBBB,PPPBBP,11,B
BPBBPP,BBBBBBBBBPBBBBBB,PPBBPP,15,B
BBBBPP,BBBBBBBPBBBBB,PPBBPP,12,B
BBPPBB,PPPPPPBBPPPPP,BPBBBB,11,P
BPPPBP,BBBBBBBBBPBBBBB,PBPPPP,14,B
PPPPPP,BBBBBBPPBBBBBB,PBBPBP,12,B
BPPPPP,BBBBBBPPBBBBBBBBB,PPBBPP,15,B
PBPBPP,BBBBBPBBBBBB,PPPPBP,11,B
PBBBPB,PPPPPBBPPPPP,BBBBBP,10,P
BPPPPP,BBBBBPPBBBBBB,PBBBPP,11,B
BBBPPB,PPPPPBPPPPP,BBBPPP,10,P
BBBPBB,PPPPPPBBBPPPPPPPPP,BBBPPP,15,P
BBBBPP,BBBBBBBPPPBBBBBBB,PBBPBP,14,B
BBPBBB,PPPPPPBBBPPPPP,BBPBBP,11,P
BBBBPB,PPPPPPBPPPPPP,BBBPPP,12,P
BPBBPB,PPPPPPPBBBPPPPP,BBBPBP,12,P
PBBPPP,BBBBBPBBBBB,PBBPPP,10,B
BBBPPB,PPPPPPPPBPPPPP,BPPPBP,13,P
PPBBPP,BBBBBBBBBBBBPBBBBBB,PPPBBB,18,B
BBBPPB,PPPPPBBPPPPPPPP,BPBPBP,13,P
BBPBPB,PPPPPBPPPPP,BPBPBB,10,P
BBPBPP,BBBBBBPBBBBBBB,PPPPBB,13,B
PPBPBP,BBBBBBBPPPBBBBB,PBBPPP,12,B
PBBPPP,BBBBBPBBBBBBBB,PBBBBB,13,B
PPBPPP,BBBBBPBBBBBB,PPBBBP,11,B
BBPPPB,PPPPPPPBPPPPPPP,BPBPBP,14,P
BBPPPB,PPPPPPPPBBPPPPPPP,BBPBPB,15,P
PPBPBB,PPPPPBPPPPP,BBBBPP,10,P
PPBPBP,BBBBBBPPBBBBB,PPPPBB,11,B
BPPBBB,PPPPPBBPPPPP,BBBPPP,10,P
BBBBPP,BBBBBPBBBBBB,PBPBBP,11,B
BPPPPP,BBBBBBPPBBBBBBB,PPBBPP,13,B
PBBPBP,BBBBBPBBBBBBB,PBPPPB,12,B
BPPPPP,BBBBBPBBBBBBBB,PPPPBP,13,B
PBBPPP,BBBBBPBBBBBBBB,PPBPPB,13,B
BBPBPP,BBBBBBPBBBBB,PBPBBP,11,B
PPBPPB,PPPPPBPPPPP,BPPPBP,10,P
PBBPBP,BBBBBPBBBBB,PPPPPP,10,B
PPBPPB,PPPPPBPPPPP,BPPBPP,10,P
PPBPPB,PPPPPPPBBBPPPPP,BBPPBB,12,P
PBBBPP,BBBBBBPBBBBBBBBBB,PBBBPP,16,B
PPBPPP,BBBBBPPBBBBB,PPPPBP,10,B
BBPPPB,PPPPPBBPPPPPPPP,BPPBBP,13,P
PBBPBB,PPPPPBBBPPPPP,BPBPBP,10,P
PPPBPB,PPPPPBBPPPPPP,BPPPBP,11,P
PBBBBB,PPPPPBBBPPPPP,BPPPBB,10,P
BPBPPB,PPPPPPPPPPPPBPPPPPP,BPPBPP,18,P
PBPBBP,BBBBBPPBBBBB,PBBPBP,10,B
BBPBPB,PPPPPBPPPPP,BBPBBB,10,P
BBBPBB,PPPPPBBBPPPPPP,BBPPBP,11,P
PBPPPB,PPPPPBBPPPPPP,BPBPBP,11,P
BPBPPP,BBBBBBBBBPPPBBBBBBB,PPBPPB,16,B
BBPBBB,PPPPPBBPPPPP,BBBPBP,10,P
PBPPPP,BBBBBPPPBBBBBB,PPBBPP,11,B
PPBPBP,BBBBBBBPBBBBBBB,PPBBPB,14,B
PBBPBP,BBBBBPPPBBBBBB,PPPBPB,11,B
PBPBPB,PPPPPPBBPPPPPP,BPBPBP,12,P
PPBPPB,PPPPPPBPPPPP,BPBPBP,11,P
BPPBPB,PPPPPBPPPPP,BPPPBB,10,P
BBPPBB,PPPPPBPPPPP,BBBPBB,10,P
BPBBBB,PPPPPPBBPPPPPPP,BPPPBB,13,P
BPBBBB,PPPPPPBBPPPPPPP,BPPPBB,13,P
BBPPBB,PPPPPBPPPPP,BPPPBB,10,P
PPPBPB,PPPPPPBBBPPPPP,BBBBBP,11,P
BPBPPB,PPPPPBBPPPPPP,BPPPBB,11,P
BBPPPB,PPPPPBBPPPPP,BBBPPP,10,P
BBBPPB,PPPPPBPPPPPP,BPPBPP,11,P
PBBBBB,PPPPPBPPPPPP,BBBPBB,11,P
PPBBPB,PPPPPPBPPPPPP,BBPBPP,12,P
PBPBPP,BBBBBBBBBBBPPPBBBBB,PBPBBB,16,B
PPPBPP,BBBBBPBBBBB,PPBBBB,10,B
BPBPBB,PPPPPPPBBPPPPPP,BBPPPP,13,P
PPBBBB,PPPPPPPBBPPPPPPP,BPPPPP,14,P
PBPPBP,BBBBBBBBPBBBBBBB,PPBBPP,15,B
BPPBBP,BBBBBPPBBBBBBB,PBBBPP,12,B
BPBBPB,PPPPPBBPPPPP,BPBPPP,10,P
BPBBBB,PPPPPPBPPPPP,BBBPPB,11,P
PBPPPP,BBBBBBBBPPBBBBB,PBBBPP,13,B
BPBBBP,BBBBBBPBBBBBB,PBBBBB,12,B
PBBBBP,BBBBBBBPPBBBBBBBBBB,PBPPBP,17,B
BBPBPB,PPPPPPPPBBPPPPP,BPBPPB,13,P
PBPBPP,BBBBBBPPPBBBBBB,PPBPPB,12,B
BBPPBP,BBBBBBBPBBBBBB,PPBPPP,13,B
PPBBBP,BBBBBBPBBBBBB,PPBPBP,12,B
PPBBBP,BBBBBBPBBBBBB,PPBPBP,12,B
PPBPPP,BBBBBPBBBBBBB,PBBBPB,12,B
BBBPBP,BBBBBBBPPPBBBBB,PBBPBB,12,B
PBBBBB,PPPPPPBPPPPPP,BPPPPB,12,P
PPBPBB,PPPPPPBBPPPPPPP,BBPBBB,13,P
PBPBPB,PPPPPBPPPPP,BPBBPB,10,P
PPPBPB,PPPPPBPPPPPPP,BPPPPP,12,P
BPPPPP,BBBBBBPBBBBB,PBPPBP,11,B
BBBBPB,PPPPPPBBBPPPPP,BBPBBP,11,P
BBBBBB,PPPPPBBBPPPPPPPP,BBBBBP,13,P
BPBBPP,BBBBBPBBBBBB,PBPBPP,11,B
PPPBBP,BBBBBPPPBBBBBBBBBBB,PBBBBP,16,B
PBBPPP,BBBBBPBBBBB,PBPPPP,10,B
BBPBPP,BBBBBPBBBBB,PPBBBP,10,B
PPBBPP,BBBBBBPBBBBB,PBPBPB,11,B
PBPPBB,PPPPPBPPPPPPP,BBPPBP,12,P
PBBPBP,BBBBBBPBBBBB,PPPPPP,11,B
BPPBBB,PPPPPBBPPPPPP,BPPPBP,11,P
BPPBPP,BBBBBBPBBBBBB,PBPPPB,12,B
BPPBPP,BBBBBBPBBBBBB,PBPPPB,12,B
PPBBBP,BBBBBBBPBBBBB,PPPPPP,12,B
BBPPPB,PPPPPBBPPPPPP,BBPPPP,11,P
PBPBPP,BBBBBPBBBBB,PBBBPB,10,B
PBBBPB,PPPPPBBBPPPPPPPP,BPBBBB,13,P
BPBPBP,BBBBBPBBBBB,PPPBBB,10,B
PPBPBB,PPPPPBBPPPPPP,BBBBBP,11,P
PPPBPP,BBBBBBPBBBBB,PPBBBP,11,B
PBBBPP,BBBBBBPBBBBB,PPBBPP,11,B
PBPPBB,PPPPPBPPPPPP,BBBPPB,11,P
BBBPBP,BBBBBBPBBBBB,PBBPBP,11,B
PPBPPB,PPPPPPBPPPPP,BBBBBB,11,P
PPPBPB,PPPPPPPBPPPPP,BPPBPP,12,P
BPPPBP,BBBBBBBBBPBBBBBBBB,PBPBPB,17,B
BPBPPB,PPPPPPPPPBPPPPP,BBBBPB,14,P
PPPBPP,BBBBBPBBBBB,PBPBBP,10,B
PPPPPP,BBBBBPBBBBBB,PBPPPP,11,B
PPBBPP,BBBBBPPPBBBBB,PBPBPB,10,B
BPBPBB,PPPPPBBPPPPP,BBPBPP,10,P
BPPPPB,PPPPPBPPPPPP,BBPBBP,11,P
PPPPPP,BBBBBPBBBBB,PPBPPB,10,B
PBBPBP,BBBBBBPPBBBBBB,PBPPPP,12,B
PBBPBP,BBBBBBPPBBBBBB,PBPPPP,12,B
BBPPPB,PPPPPBPPPPP,BBPPBP,10,P
BPBPPP,BBBBBBPPBBBBBB,PPPPBB,12,B
PBBPPP,BBBBBBBBBPPPBBBBBBBB,PBBBPB,17,B
BBPBPB,PPPPPBBBPPPPP,BBPBBP,10,P
BBPBPB,PPPPPBBBPPPPP,BBPBBP,10,P
BBPBPB,PPPPPBBBPPPPP,BBPBBP,10,P
BBPBBP,BBBBBPPBBBBB,PPPPBB,10,B
BBPBPP,BBBBBBPPBBBBBBB,PPBBBB,13,B
PPBBBB,PPPPPPPPBBPPPPP,BPBBPB,13,P
BBPPPP,BBBBBBBBBBBPBBBBB,PBPBPP,16,B
BPPBPP,BBBBBPBBBBB,PBBPPB,10,B
BPBBBB,PPPPPPPBBPPPPP,BBPPBP,12,P
PBPPPB,PPPPPBPPPPP,BBBPBP,10,P
BPPPPP,BBBBBPPBBBBBBBBBB,PBPPPP,15,B
BPPPPP,BBBBBBBBPBBBBBB,PBBPPB,14,B
PBBBBP,BBBBBPBBBBBBB,PBPBBB,12,B
PBPPPP,BBBBBPPBBBBB,PBBBPP,10,B
PBPBBP,BBBBBPPPBBBBB,PPBBBB,10,B
PBPPBP,BBBBBPPPBBBBBBBB,PPBBBB,13,B
PPBBPP,BBBBBPBBBBB,PPPBPB,10,B
PPBBPP,BBBBBPBBBBB,PPPBPB,10,B
PPBBPP,BBBBBPBBBBB,PPPBPB,10,B
PPPBPB,PPPPPBBPPPPPP,BPPBPB,11,P
PBPBPP,BBBBBBBBPPBBBBB,PBPBBB,13,B
PBPBPP,BBBBBBBBPPBBBBB,PBPBBB,13,B
BBPBPP,BBBBBPBBBBBB,PBBPBB,11,B
BBBPBP,BBBBBPBBBBBBB,PPPPBP,12,B
BBBPBB,PPPPPBPPPPPP,BBBBBB,11,P
BBBBPB,PPPPPPPBBBPPPPP,BBBPBP,12,P
PPPBBB,PPPPPPBPPPPPPPPP,BBBPBP,15,P
PBBBBB,PPPPPPBBPPPPPP,BPBPBB,12,P
PPPBPP,BBBBBBBBBBPBBBBBBBBB,PBPBPP,19,B
BPPBBB,PPPPPBBBPPPPPPP,BPPBPB,12,P
PBPPPB,PPPPPBBBPPPPP,BPBPPP,10,P
PPPBBB,PPPPPPPPBPPPPPP,BPBPBB,14,P
PBPPBP,BBBBBPBBBBBB,PBPBBB,11,B
PBPBBB,PPPPPBPPPPPPPPP,BPBBBP,14,P
PBBBPP,BBBBBPBBBBB,PBBBPP,10,B
BBBPPB,PPPPPPBBPPPPPP,BPBBPB,12,P
PPBPBP,BBBBBPPBBBBB,PPBPPB,10,B
PPBBPP,BBBBBBBBBBPBBBBBB,PPBPPP,16,B
PPBBPP,BBBBBBPBBBBBBBBBB,PPPBBP,16,B
PPBBPP,BBBBBBPBBBBBBBBBB,PPPBBP,16,B
BPPPPB,PPPPPBBPPPPPPP,BBBPPB,12,P
BBPBPP,BBBBBBBPBBBBB,PBPBBP,12,B
BPBPBB,PPPPPBBBPPPPPPPPPP,BBBPBP,15,P
BBPPBP,BBBBBPBBBBB,PBBPPP,10,B
PBBBBP,BBBBBPBBBBB,PPPBBB,10,B
BBBPPP,BBBBBBBPBBBBBB,PBPPBB,13,B
PPBPBB,PPPPPPBPPPPP,BPPBBP,11,P
PPBBPP,BBBBBBPPBBBBB,PBPBPB,11,B
BBBBPB,PPPPPPBPPPPP,BBBPBB,11,P
BBBBPB,PPPPPPBPPPPP,BBBPBB,11,P
BPPBBP,BBBBBPPBBBBB,PBPPBB,10,B
BPPBBP,BBBBBPPBBBBB,PBPPBB,10,B
BBPPPB,PPPPPPBPPPPPP,BBBBPB,12,P
BBPPPB,PPPPPPBPPPPPP,BBBBPB,12,P
PBBPBB,PPPPPPPBPPPPP,BPPPBP,12,P
BBPBPB,PPPPPBBPPPPP,BPBBBB,10,P
BBPBPB,PPPPPBBPPPPP,BPBBBB,10,P
BPPBBB,PPPPPPPPPBBPPPPP,BPBPBP,14,P
BPPBBB,PPPPPPPPPBBPPPPP,BPBPBP,14,P
BBPBBB,PPPPPBBPPPPPPPP,BBPBBP,13,P
BBPBBB,PPPPPBBPPPPPPPP,BBPBBP,13,P
BPBBPP,BBBBBBBPPPBBBBB,PBBPBP,12,B
PPPBBB,PPPPPBBPPPPPPPPPP,BPPBBP,15,P
PBBBPP,BBBBBPBBBBB,PPPBPB,10,B
BPBPPB,PPPPPBBBPPPPP,BBPPBB,10,P
PBBPBB,PPPPPBBPPPPPP,BPPBBP,11,P
BBPPBB,PPPPPBBPPPPPP,BPPPBB,11,P
BBPBPB,PPPPPBPPPPPP,BPPPPP,11,P
PPPPPB,PPPPPBPPPPPP,BBPPPP,11,P
BBPBPB,PPPPPBPPPPPP,BPPPPP,11,P
PPPPPB,PPPPPBPPPPPP,BBPPPP,11,P
BBPBPP,BBBBBPBBBBBBB,PBPBBB,12,B
BBPBPP,BBBBBPBBBBBBB,PBPBBB,12,B
PBPBBB,PPPPPBPPPPP,BPBBPP,10,P
BBBPPB,PPPPPPPBPPPPPP,BBBBBP,13,P
BBBBPB,PPPPPBPPPPPP,BPBPPB,11,P
PBBPPB,PPPPPPBPPPPPP,BPBBBB,12,P
BPBPPB,PPPPPBPPPPP,BBBBBP,10,P
PBBPPB,PPPPPPBBBPPPPPP,BPBPBP,12,P
BPBBPB,PPPPPBPPPPP,BBBPBP,10,P
PBPPBP,BBBBBPPBBBBBBBBB,PBBBPB,14,B
BBPBBP,BBBBBPBBBBBB,PBBBBP,11,B
BPBPBB,PPPPPPPBPPPPPP,BPBPPP,13,P
BPPPBP,BBBBBBPPBBBBB,PPPPBP,11,B
PBPBBP,BBBBBPBBBBB,PBBPBP,10,B
BPBPBB,PPPPPBPPPPP,BBBBPB,10,P
PPBPPP,BBBBBPBBBBBB,PBBBPP,11,B
PPBBPP,BBBBBBPBBBBBBBBBB,PPPPPP,16,B
PBPPPP,BBBBBPPPBBBBB,PBPBPP,10,B
PBPPPP,BBBBBBPBBBBB,PBBBPB,11,B
PBBPBP,BBBBBBBPPBBBBBB,PPPPBB,13,B
PBBPBP,BBBBBBBPPBBBBBB,PPPPBB,13,B
PBBPBP,BBBBBBBPPBBBBBB,PPPPBB,13,B
PBBPBP,BBBBBBBPPBBBBBB,PPPPBB,13,B
PPBPPB,PPPPPBBBPPPPP,BBBBPP,10,P
PBBPPP,BBBBBPPPBBBBBB,PPBPBB,11,B
PBBPPP,BBBBBBBBBBPBBBBBBBBB,PPPPPP,19,B
BPBBBB,PPPPPPPBBPPPPPP,BBPBBP,13,P
BBBBPB,PPPPPPPBBPPPPP,BBBBBP,12,P
BPPPPB,PPPPPBPPPPP,BPPBBB,10,P
BPPPPP,BBBBBBBPPPBBBBBBBB,PPBBBB,15,B
BPPPPP,BBBBBBBPPPBBBBBBBB,PPBBBB,15,B
PBBPBP,BBBBBPBBBBBBBBBBB,PBBBBP,16,B
PBPBBB,PPPPPBBBPPPPP,BPPBBP,10,P
PBPBBB,PPPPPBBPPPPPPPPP,BPPBBP,14,P
BPPPPP,BBBBBBBBBPBBBBB,PBBPBP,14,B
PPPBPP,BBBBBBBPBBBBB,PPBPBP,12,B
BBBPPB,PPPPPPPBPPPPPP,BPBPPP,13,P
BBPBBB,PPPPPPBBPPPPP,BBPPPB,11,P
BBPBBB,PPPPPPBBPPPPP,BBPPPB,11,P
PPPPPP,BBBBBBBPBBBBB,PBPBPP,12,B
BBPBBB,PPPPPBPPPPP,BPBBBB,10,P
PPBPBP,BBBBBPBBBBB,PBBPBB,10,B
BPPBBB,PPPPPBBPPPPP,BBPBPB,10,P
BPPBBP,BBBBBBBBPBBBBB,PPBPBB,13,B
BBBPPB,PPPPPBBPPPPP,BPBPBB,10,P
PBPPPB,PPPPPPPPPPBBPPPPP,BBBBBP,15,P
PPBBPP,BBBBBBPBBBBB,PBBPPB,11,B
BPPPPB,PPPPPBBPPPPP,BPBPBB,10,P
PPBBBP,BBBBBBBPPBBBBBB,PPBBBB,13,B
BBBPBP,BBBBBBPBBBBBBB,PBPBBP,13,B
PPBBBB,PPPPPBPPPPP,BBBPBP,10,P
PBPBPB,PPPPPPPBBPPPPPPP,BPBPBP,14,P
BBPBBB,PPPPPBPPPPPPP,BPBBBB,12,P
PPBPBP,BBBBBPPPBBBBBB,PBPBBP,11,B
BBPBBB,PPPPPBPPPPP,BBPPPP,10,P
PBBBBP,BBBBBPBBBBBBB,PPPPPP,12,B
PBBPBB,PPPPPPPBPPPPP,BBBBPP,12,P
PBBPPP,BBBBBBBBBPPBBBBBB,PBBPPP,15,B
PBPBPB,PPPPPBPPPPP,BPBPBP,10,P
PBPPBP,BBBBBPBBBBB,PPPBPP,10,B
PPBBPB,PPPPPBPPPPPPPPP,BPBBBP,14,P
BBBPBP,BBBBBBBPPBBBBB,PPPBPP,12,B
PPBPPB,PPPPPBBPPPPP,BBPPPP,10,P
PBBPPP,BBBBBPBBBBB,PBPBBP,10,B
BPPBBP,BBBBBPPBBBBBB,PPBPBP,11,B
PBBBPP,BBBBBPPPBBBBB,PPPPPP,10,B
BPBPPP,BBBBBBPBBBBB,PBPPBB,11,B
BBPBPP,BBBBBBBBBBPBBBBBBB,PPBPPB,17,B
BBPBPP,BBBBBBBBBBPBBBBBBB,PPBPPB,17,B
PBBBPP,BBBBBPPPBBBBBB,PBPPBB,11,B
BBBBPB,PPPPPPBPPPPP,BPBPPB,11,P
PBBBBP,BBBBBPBBBBBBB,PPPPBP,12,B
PBBBBB,PPPPPPBPPPPPPP,BBBBPB,13,P
PPPPBP,BBBBBPPBBBBBBB,PPBBBB,12,B
BBBPBP,BBBBBPBBBBB,PPPPPP,10,B
BPBBPB,PPPPPPPBPPPPPP,BBBBPB,13,P
BPPPBP,BBBBBPBBBBBBBB,PPPPPP,13,B
BPBPBP,BBBBBBBPBBBBB,PBBBPB,12,B
PPBPBB,PPPPPBPPPPP,BBBBPB,10,P
PBPPPP,BBBBBPBBBBB,PBBPPB,10,B
PPBPBP,BBBBBBBBPBBBBBB,PPBPPP,14,B
BBPBBB,PPPPPPBBPPPPPPP,BPBBBB,13,P
BBPPBP,BBBBBBPBBBBB,PBBPPB,11,B
PPPBPP,BBBBBBPBBBBB,PBBBPP,11,B
BPPBPB,PPPPPBBPPPPPPP,BBBBPB,12,P
BPPBPB,PPPPPBBPPPPPPP,BBBBPB,12,P
PPBPPB,PPPPPPBBPPPPPPP,BBPBPB,13,P
BPPBBP,BBBBBPPPBBBBB,PBBBPP,10,B
BPPPBB,PPPPPBPPPPP,BPPBPP,10,P
BPPPBB,PPPPPBPPPPP,BPPBPP,10,P
BPPPBB,PPPPPBPPPPP,BPPBPP,10,P
PPBPPP,BBBBBBPBBBBBB,PPBBPB,12,B
BPPPBP,BBBBBPBBBBBBB,PPBBPB,12,B
BPPPPP,BBBBBPPBBBBBB,PBBPPP,11,B
BBPPPP,BBBBBPPBBBBBBB,PBPBPP,12,B
PPPPBP,BBBBBPBBBBBB,PPBPPP,11,B
BBPPPB,PPPPPBPPPPP,BPPPPB,10,P
BPBPPP,BBBBBPPBBBBBB,PPPBPB,11,B
PPBBPB,PPPPPBBPPPPPP,BPPPBP,11,P
PPBBBB,PPPPPPBPPPPP,BBPBBP,11,P
BPBBPP,BBBBBBPBBBBBBBBBB,PPBPPP,16,B
BPPPPP,BBBBBBBPBBBBB,PPBPPB,12,B
PBPPBB,PPPPPPPBPPPPP,BPBBBP,12,P
BPBBBP,BBBBBPPBBBBB,PPBBBP,10,B
PBBPBB,PPPPPBPPPPP,BPBBBP,10,P
PPPPBP,BBBBBBPBBBBBB,PBPPBB,12,B
BPPPBB,PPPPPBPPPPPPPPPPP,BPPPBB,16,P
PBBBBP,BBBBBPPBBBBB,PBPBBB,10,B
PBPBBP,BBBBBBPPBBBBB,PPBPBP,11,B
PBPPPP,BBBBBBBPPBBBBB,PBBPPP,12,B
BBPBBB,PPPPPBBBPPPPP,BPBPBB,10,P
BBPBBP,BBBBBBBPPBBBBBB,PBPPBP,13,B
PBPPPP,BBBBBBPPBBBBBBB,PBBBPP,13,B
BPPBBP,BBBBBBPPBBBBBB,PBPPPP,12,B
PBBPBB,PPPPPBBBPPPPPPP,BBBBBP,12,P
BPPPBP,BBBBBBBBPBBBBB,PPBBBP,13,B
BBPBBP,BBBBBPBBBBBB,PBBPBB,11,B
PPPBPP,BBBBBBBPBBBBB,PBBBBB,12,B
PPPBPP,BBBBBBBPBBBBB,PBBBBB,12,B
PPBPPP,BBBBBPPBBBBBB,PPBPPP,11,B
PPPPBP,BBBBBPPBBBBB,PBPBPB,10,B
PPPBBP,BBBBBBPPBBBBBBB,PBPBPB,13,B
PPPBPP,BBBBBBBPPPBBBBBBBB,PBBBBB,15,B
BPPBBB,PPPPPBPPPPP,BBBPPP,10,P
PPBBBB,PPPPPBBPPPPP,BPBPBP,10,P
PBPBPB,PPPPPBBBPPPPPPPPP,BPBBBB,14,P
PBPPBB,PPPPPBPPPPPP,BBPPBB,11,P
PBBBPP,BBBBBBPBBBBB,PBBBPP,11,B
BPBPPB,PPPPPBBPPPPPP,BPBPPP,11,P
PPBBBB,PPPPPPPBPPPPPP,BBPBPB,13,P
BPBBBP,BBBBBPBBBBB,PPBPPB,10,B
PBBPBP,BBBBBBPBBBBB,PPPBPB,11,B
PPPPBP,BBBBBBPPPBBBBBBBB,PBPBPP,14,B
PPBBPB,PPPPPBBPPPPPP,BPBPPP,11,P
BPBPBP,BBBBBPBBBBB,PBBPPP,10,B
PBPPBP,BBBBBPBBBBB,PBBPPB,10,B
PPPBPP,BBBBBBBBPBBBBB,PBPBPB,13,B
PPPBPP,BBBBBBBBPBBBBB,PBPBPB,13,B
BBBPPP,BBBBBPPBBBBB,PPBBPB,10,B
BPBPPP,BBBBBPBBBBBBBBB,PBPBBB,14,B
PPBPPP,BBBBBBPPBBBBBB,PBBBPP,12,B
PPBPPP,BBBBBBPPBBBBBB,PBBBPP,12,B
PPPBPB,PPPPPBBPPPPP,BPPBBP,10,P
BPBBPP,BBBBBPPBBBBB,PPPPBP,10,B
BPBBPP,BBBBBPPBBBBB,PPPPBP,10,B
BPBBBP,BBBBBBPBBBBB,PBBBPP,11,B
BPPPPB,PPPPPPPBBBPPPPPP,BPPBPP,13,P
PBBPBB,PPPPPBPPPPPP,BBBPBB,11,P
PPPBPP,BBBBBPBBBBBB,PBBBBB,11,B
PBBPBP,BBBBBPBBBBBBB,PPBPPB,12,B
PBBBBP,BBBBBPPBBBBBBBBBBBBB,PBBPPB,18,B
PBBBBP,BBBBBPPBBBBBBBBBBBBB,PBBPPB,18,B
BBBPBP,BBBBBPBBBBB,PPPPPB,10,B
BBPPBP,BBBBBBPPBBBBB,PBBBPP,11,B
BPBPPP,BBBBBPPPBBBBB,PBBPBB,10,B
PBPPPP,BBBBBPPBBBBBBB,PBPPPP,12,B
BPPBBB,PPPPPBPPPPPPPP,BPPPPP,13,P
BPPBBB,PPPPPBPPPPPPPP,BPPPPP,13,P
PBBPPP,BBBBBBBBPPBBBBB,PPBPBP,13,B
