before,chainok_12,after,pattern
PPPPBP,BPPB,PBBPPB,1-2-1
PPPPPP,BPPB,PPBBPP,1-2-1
BPPPBB,PPBPP,BPPPBP,2-1-2
PPBBPP,BBPBB,PPBBBB,2-1-2
BBBPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BPBPBP,2-1-2
BBPBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PPBPPP,2-1-2
BPPPPP,BPPB,PBPBPB,1-2-1
PBPBPP,BBPBB,PBPBPB,2-1-2
PPBBBB,PBBP,BPBPPP,1-2-1
PPPPPB,PBBP,BPPBBB,1-2-1
BPPPPP,BPPB,PPPBBB,1-2-1
BPBPPP,BPPB,PBBBPB,1-2-1
BPPPBP,BPPB,PBBBPB,1-2-1
PBPPPB,PBBP,BBBPBB,1-2-1
PBBPPB,PBBP,BBPBPB,1-2-1
PBBBBP,BPPB,PPBPBB,1-2-1
PPBPPB,PBBP,BPPBBB,1-2-1
PBBBPB,PBBP,BPPPBP,1-2-1
BPBBBB,PPBPP,BBBBPP,2-1-2
PBBBBB,PPBPP,BPBPPP,2-1-2
BBBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPPBB,1-2-1
PPPBBB,PBBP,BBBBBB,1-2-1
BBBPBP,BPPB,PPPBPB,1-2-1
BPPBBB,PBBP,BBPPBB,1-2-1
BPBBPP,BBPBB,PPBBBP,2-1-2
PBBPPP,BPPB,PBBBBB,1-2-1
BPBPBP,BPPB,PPPBPP,1-2-1
BPBBBB,PBBP,BBPBBB,1-2-1
BPBBBB,PBBP,BPBBBP,1-2-1
PBBPPB,PBBP,BBBBPP,1-2-1
BPBPBP,BPPB,PPBBBB,1-2-1
BBPPBP,BPPB,PBPBBB,1-2-1
PPPBBB,PBBP,BPBPBP,1-2-1
BPBPPP,BPPB,PBPBBB,1-2-1
PPPBBP,BPPB,PBBPPP,1-2-1
BBBPBB,PPBPP,BBPBPP,2-1-2
PBPPBB,PPBPP,BBPPPP,2-1-2
BBBPPB,PBBP,BBBPPP,1-2-1
BBBPPB,PBBP,BBBBPB,1-2-1
BBPPBP,BPPB,PBBPPB,1-2-1
PPBPBB,PPBPP,BPBBPP,2-1-2
PPPBPB,PBBP,BPBPPB,1-2-1
PBBBBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBPPB,1-2-1
BPBPBP,BPPB,PBPBBB,1-2-1
PPPBPP,BBPBB,PBPPPP,2-1-2
BBBPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBPPPB,1-2-1
BBBPBP,BPPB,PBBBPP,1-2-1
PPPPBP,BPPB,PBPPBB,1-2-1
BBBPBP,BPPB,PBPPPP,1-2-1
PPBBPB,PBBP,BPBPBB,1-2-1
BPBBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBBBBP,1-2-1
PPBPBP,BPPB,PBPBBB,1-2-1
BBPPPP,BPPB,PBPBBP,1-2-1
PBPBPB,PBBP,BBBBBP,1-2-1
BBBPBP,BPPB,PBBPPB,1-2-1
BBBPPP,BPPB,PBBPPP,1-2-1
PBPBPB,PBBP,BBPPBB,1-2-1
BBBPBP,BPPB,PBBPPB,1-2-1
BBBPPP,BPPB,PBBPPP,1-2-1
PBPBPB,PBBP,BBPPBB,1-2-1
PPPPBP,BPPB,PBPBPB,1-2-1
PBBPPB,PBBP,BPPPPP,1-2-1
PPPPBP,BPPB,PPPBBB,1-2-1
PBPPPP,BBPBB,PPBPBP,2-1-2
BPBBBP,BPPB,PBBBPP,1-2-1
BPBPPP,BBPBB,PPPBBP,2-1-2
PBBPPP,BBPBB,PBPPPB,2-1-2
PBPPPP,BPPB,PBPBBP,1-2-1
PBBPBP,BPPB,PBBBBP,1-2-1
PBBPBP,BPPB,PBBBBP,1-2-1
BBBPBP,BPPB,PBBBPP,1-2-1
PPBPBP,BPPB,PBPPPP,1-2-1
PPBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBBPPP,2-1-2
PPPPPP,BPPB,PBPBBP,1-2-1
BBPBBB,PPBPP,BPBPPP,2-1-2
PPBBPB,PBBP,BBBPBP,1-2-1
BPPPPP,BBPBB,PPBPPP,2-1-2
PBBPBP,BPPB,PBPBPP,1-2-1
PBBBPB,PBBP,BBPPPP,1-2-1
BBPPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBBPPP,2-1-2
PPPBPP,BBPBB,PPBBBP,2-1-2
PPPBPB,PBBP,BPBBBP,1-2-1
PBBPBB,PPBPP,BBPPPB,2-1-2
PBBPPP,BPPB,PPPPBB,1-2-1
PBPBPB,PBBP,BPBPPP,1-2-1
BBPBBB,PBBP,BBPBPB,1-2-1
PPBBPB,PBBP,BBBBBB,1-2-1
BBBPPB,PBBP,BPBPBB,1-2-1
PBPBPB,PBBP,BBBPBB,1-2-1
PBPBPB,PBBP,BBBPBB,1-2-1
PPPPBP,BPPB,PBBBPB,1-2-1
PPBBBB,PPBPP,BBPBPB,2-1-2
PPBBBB,PPBPP,BBPBPB,2-1-2
BBBBBB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BBBPBP,1-2-1
BPBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPBP,1-2-1
BBBBBB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BBBPBP,1-2-1
BPBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPBP,1-2-1
BBBBBP,BPPB,PPPPPB,1-2-1
BPPPPP,BPPB,PPPBBP,1-2-1
BPPPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBPB,1-2-1
BPBPBP,BPPB,PBPBPB,1-2-1
PPBPPP,BBPBB,PPBPBP,2-1-2
PPBBPB,PBBP,BBPPPP,1-2-1
BBPPPP,BPPB,PPBBPP,1-2-1
BPPPBB,PPBPP,BPPBBP,2-1-2
PBPPPP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PPBPPP,2-1-2
PPPBPB,PBBP,BBBBBP,1-2-1
BBBBBP,BPPB,PPPBBP,1-2-1
PPPBPB,PBBP,BBBBBP,1-2-1
BBBBBP,BPPB,PPPBBP,1-2-1
BPPBBB,PBBP,BBPPPB,1-2-1
BPPPBB,PPBPP,BBPBPP,2-1-2
PPBBPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBPBPB,1-2-1
BBPPBP,BPPB,PBBPPB,1-2-1
PPBBPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBPBPB,1-2-1
BBPPBP,BPPB,PBBPPB,1-2-1
PBBPPP,BPPB,PPBPPP,1-2-1
PBPBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPPPP,2-1-2
PBPBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPPPP,2-1-2
BBBPBB,PPBPP,BPBBBP,2-1-2
BBPPPB,PBBP,BBBPBP,1-2-1
BBBBPP,BBPBB,PPBBBP,2-1-2
PPPPBP,BPPB,PBPPPP,1-2-1
PBBPPB,PBBP,BPPBBP,1-2-1
PBPBBB,PBBP,BBPPPB,1-2-1
PPPBBP,BPPB,PBBBBP,1-2-1
PPPBBP,BPPB,PBPPBB,1-2-1
BPBPPB,PBBP,BPBBBP,1-2-1
BBPPBP,BPPB,PPBPPP,1-2-1
PPBPPP,BBPBB,PBBBBP,2-1-2
BBBPPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPBPBP,2-1-2
PPBBPB,PBBP,BBBPPB,1-2-1
PBBBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PPBPBB,2-1-2
PPBPPP,BPPB,PPPPPB,1-2-1
BPPPPP,BPPB,PPPPBB,1-2-1
PBPPPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBPBBP,1-2-1
PPPBBP,BPPB,PBBBBB,1-2-1
PBPPPP,BPPB,PBBPPP,1-2-1
PBPPPP,BPPB,PBBPPP,1-2-1
PBBPBP,BPPB,PBPPPP,1-2-1
BBBBBP,BPPB,PBBBBP,1-2-1
PBBPPB,PBBP,BBPPPP,1-2-1
BPPPPB,PBBP,BBPPPB,1-2-1
PPBBBP,BPPB,PPPBBP,1-2-1
PPBBPB,PBBP,BBBBPP,1-2-1
PPBBBB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBPPB,1-2-1
BBPPBP,BPPB,PBPBPB,1-2-1
BBPPPP,BBPBB,PBBPPB,2-1-2
PBBPBB,PPBPP,BBBBPP,2-1-2
BBPPPP,BBPBB,PBBPPB,2-1-2
PBBPBB,PPBPP,BBBBPP,2-1-2
PBBPPP,BPPB,PBPBBB,1-2-1
PBBPPP,BPPB,PBPBBB,1-2-1
PBBBPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BPPBBP,1-2-1
PBPPPB,PBBP,BBPPPB,1-2-1
BBBBBB,PBBP,BPPPBB,1-2-1
PBPPPB,PBBP,BPPPPB,1-2-1
PPPBBB,PBBP,BBPBBB,1-2-1
BBBBBB,PBBP,BPPPBB,1-2-1
PBPPPB,PBBP,BPPPPB,1-2-1
PPPBBB,PBBP,BBPBBB,1-2-1
PBPPPB,PBBP,BBBBPP,1-2-1
PBBPBP,BPPB,PBBBPP,1-2-1
PBBPBP,BPPB,PBBBPP,1-2-1
PPPPPP,BPPB,PPBPPP,1-2-1
BPPPPP,BPPB,PBPPBB,1-2-1
BBPPPB,PBBP,BPPPBB,1-2-1
BPBPBP,BPPB,PPPPBP,1-2-1
BBPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPPPP,1-2-1
BBPPPP,BBPBB,PPPPPP,2-1-2
PBPBPB,PBBP,BBPPBP,1-2-1
BPBPBP,BPPB,PPPPPP,1-2-1
BPPBPB,PBBP,BBBPPP,1-2-1
PBBPBB,PPBPP,BBBBPB,2-1-2
PPPBPB,PBBP,BBBBPP,1-2-1
BBBPPB,PBBP,BBBBPB,1-2-1
BBPBPP,BBPBB,PPPPPP,2-1-2
PPPPBP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PPPBPB,2-1-2
PBBBBP,BPPB,PBPBPP,1-2-1
BPBPPP,BBPBB,PBBPPB,2-1-2
BPPBBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PPPBPB,1-2-1
PPBPPP,BBPBB,PPPPPB,2-1-2
PPPPBB,PPBPP,BPPPPP,2-1-2
BPBPPP,BPPB,PPPBPB,1-2-1
BBBPBP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BBBBBP,1-2-1
PBPPPB,PBBP,BPPPPP,1-2-1
BPPBBP,BPPB,PPBBBP,1-2-1
PPPBBB,PBBP,BPBBBB,1-2-1
PBBBPP,BBPBB,PBBBBP,2-1-2
BPPBPB,PBBP,BPPBBB,1-2-1
BPBPPP,BPPB,PBPPPP,1-2-1
PPBBBP,BPPB,PPPBBP,1-2-1
PPPBBP,BPPB,PPPBPP,1-2-1
BBPBBB,PPBPP,BPPPBB,2-1-2
PPBPPP,BBPBB,PPBPBP,2-1-2
PPBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBBBBP,2-1-2
BPPPPP,BPPB,PPPBPB,1-2-1
PBPBBB,PPBPP,BPPPPB,2-1-2
BBBBPB,PBBP,BPPBBB,1-2-1
PBPBPB,PBBP,BPBBPP,1-2-1
BPBBPP,BBPBB,PPBPPP,2-1-2
PPPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBBBPP,1-2-1
BBBBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPPPPB,1-2-1
BBBBBB,PBBP,BPPBPP,1-2-1
BBPBBP,BPPB,PPBBPP,1-2-1
BBBBBP,BPPB,PBBPPB,1-2-1
BPBPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPPPB,1-2-1
BPPBPB,PBBP,BPBBBB,1-2-1
PBPPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBPPBB,2-1-2
PPPBBP,BPPB,PBPPBB,1-2-1
PBPBBB,PBBP,BPBBPP,1-2-1
BPBPBB,PPBPP,BPPPPP,2-1-2
BPPPPP,BBPBB,PPPBBB,2-1-2
PBBPBP,BPPB,PBBPPP,1-2-1
PBBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBPP,1-2-1
BBBPPB,PBBP,BBPBBB,1-2-1
PPBBBB,PBBP,BBPPBB,1-2-1
PPBPPP,BPPB,PBBBPP,1-2-1
PBBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBPP,1-2-1
BBBPPB,PBBP,BBPBBB,1-2-1
BBPBBB,PBBP,BBBPBB,1-2-1
BBBPBB,PPBPP,BBBPPP,2-1-2
PBBBBB,PBBP,BBBBBB,1-2-1
PPBBPP,BBPBB,PPBBPB,2-1-2
PPBBPP,BBPBB,PBPPPB,2-1-2
BBPPPB,PBBP,BPPPBB,1-2-1
BBBBPB,PBBP,BPBPBP,1-2-1
BPBPBP,BPPB,PPBBPB,1-2-1
BPPBBP,BPPB,PBPPBB,1-2-1
BPBBBP,BPPB,PBBPPP,1-2-1
PBBPPB,PBBP,BBBPPB,1-2-1
BBPBBB,PPBPP,BBPPBB,2-1-2
PBBBPP,BBPBB,PPPPPB,2-1-2
PBBBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPPBBP,1-2-1
BBPBPP,BBPBB,PBPBBP,2-1-2
BPBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBBPBP,2-1-2
PBPBBP,BPPB,PBBBBB,1-2-1
BPBPPP,BBPBB,PBPPBB,2-1-2
BBPPBP,BPPB,PPBBBP,1-2-1
PPBPPP,BPPB,PPPBBB,1-2-1
PBBPPB,PBBP,BBPPPB,1-2-1
BPPBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBPPPB,2-1-2
BPPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPBBB,1-2-1
PPPPBB,PPBPP,BBPPBP,2-1-2
PBBPPP,BPPB,PPBPPP,1-2-1
BPBBPB,PBBP,BPBBBB,1-2-1
BBBBBP,BPPB,PPBBBP,1-2-1
BPPBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPBBP,1-2-1
BBBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPBBBB,1-2-1
PBPBBB,PBBP,BPPPPB,1-2-1
PPBBBB,PBBP,BBPPBB,1-2-1
PBBBBB,PPBPP,BPPPPP,2-1-2
BPBBPB,PBBP,BPPPBP,1-2-1
BPPBBP,BPPB,PBBBPB,1-2-1
BPBBBP,BPPB,PBPBPB,1-2-1
BBBBPP,BBPBB,PPBBBB,2-1-2
PPPPPB,PBBP,BPBBBP,1-2-1
PPPBPB,PBBP,BBPPBB,1-2-1
PBBPPB,PBBP,BBBBBB,1-2-1
BPPBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBBBPB,2-1-2
BPBPBB,PPBPP,BBPBPB,2-1-2
BBBPBP,BPPB,PBPBPB,1-2-1
BPBPBP,BPPB,PBBBBB,1-2-1
BBPPBB,PPBPP,BBPPPB,2-1-2
PBBBPP,BBPBB,PBBBBB,2-1-2
PPPBBB,PPBPP,BPBPPP,2-1-2
PPPBPB,PBBP,BPBPBB,1-2-1
PPPBPB,PBBP,BBPPPP,1-2-1
PPPBPB,PBBP,BBBBPB,1-2-1
PBBBBP,BPPB,PBBBBB,1-2-1
PPPBPB,PBBP,BBBBPB,1-2-1
PBBBBP,BPPB,PBBBBB,1-2-1
PBBBBB,PBBP,BPBBPP,1-2-1
BBPBPB,PBBP,BBBBPP,1-2-1
BBBPPP,BBPBB,PPBBPP,2-1-2
PPPBBP,BPPB,PPBBBP,1-2-1
PBBBBP,BPPB,PBBBPB,1-2-1
BBBBBP,BPPB,PBPBBB,1-2-1
PPPPPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBBPP,1-2-1
PPBBPB,PBBP,BPPPPP,1-2-1
BBPBBP,BPPB,PBPBPB,1-2-1
BBBBBP,BPPB,PPBPBB,1-2-1
BBPPPP,BPPB,PBBBBB,1-2-1
PBBBPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PPBPBP,2-1-2
BPBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBBPB,1-2-1
BBPBPP,BBPBB,PPBBPB,2-1-2
BPPBBP,BPPB,PPPPPB,1-2-1
PBBBPB,PBBP,BPPPPB,1-2-1
PPBPBB,PPBPP,BPBPBB,2-1-2
BBPPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBBBPB,2-1-2
BPPBBP,BPPB,PPBBBP,1-2-1
PPBBBB,PBBP,BBBBPB,1-2-1
BBBPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PPBPBP,1-2-1
PBPPPP,BPPB,PBPBPB,1-2-1
BPBBBB,PBBP,BBBPPB,1-2-1
BPPPBP,BPPB,PPBPBP,1-2-1
PPPPPB,PBBP,BBBBPP,1-2-1
PBPPPP,BPPB,PPPPPP,1-2-1
PBBBPB,PBBP,BPBBBB,1-2-1
PBBBBB,PPBPP,BPPBBB,2-1-2
BPBPPP,BPPB,PBPPPP,1-2-1
PPPPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PPBPBB,1-2-1
BBBPPP,BPPB,PPBPPP,1-2-1
BBBBBB,PPBPP,BPBBPP,2-1-2
BBPBPB,PBBP,BPPPBP,1-2-1
PPBPBP,BPPB,PPBBPB,1-2-1
PPPPBP,BPPB,PPBPBP,1-2-1
BPBPPP,BBPBB,PPBPPP,2-1-2
PPBPPP,BBPBB,PPBBPP,2-1-2
BPPPPP,BPPB,PBPBBP,1-2-1
BBPPPP,BPPB,PPPBPP,1-2-1
BBPPPP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BPPPBB,1-2-1
BPBPPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBPPPB,1-2-1
PBPPBB,PPBPP,BBBPPP,2-1-2
PPPPBB,PPBPP,BBPBPB,2-1-2
PBBPBP,BPPB,PPBBPB,1-2-1
PPBPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBPBBP,2-1-2
BPPPPP,BPPB,PPBBPB,1-2-1
BPBPPP,BPPB,PPPPBB,1-2-1
BPBPBP,BPPB,PBBBBB,1-2-1
BPPPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPPPPP,1-2-1
BPPPBB,PPBPP,BBPPPP,2-1-2
PPPBPB,PBBP,BBPPBP,1-2-1
PPPBPB,PBBP,BPBPBP,1-2-1
PBPBBB,PPBPP,BBPPPP,2-1-2
PPBPPP,BPPB,PPPPBP,1-2-1
BPPPPB,PBBP,BPPBBB,1-2-1
BBBPBP,BPPB,PPPPPP,1-2-1
PBPPBB,PPBPP,BPPPBB,2-1-2
BPPBBP,BPPB,PPPBBB,1-2-1
BPPPPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBBPPB,2-1-2
PBBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPBP,1-2-1
PPBBPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBPBPP,1-2-1
BBBBBB,PPBPP,BPBPPP,2-1-2
PBPPBP,BPPB,PBPBPB,1-2-1
BPPPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBPBPP,1-2-1
BPPPPP,BBPBB,PBPBBB,2-1-2
PBBBBP,BPPB,PPPPBB,1-2-1
BPPPBP,BPPB,PPBPBP,1-2-1
PBPPBP,BPPB,PBBBPB,1-2-1
PBBBBP,BPPB,PPPBBB,1-2-1
PPPBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBPBB,1-2-1
PPPBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBPBB,1-2-1
PBBPPP,BPPB,PBBBPB,1-2-1
BPBBBP,BPPB,PPPBPP,1-2-1
BBBBPB,PBBP,BPBBPP,1-2-1
BPBPBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPBPP,1-2-1
PPBBPB,PBBP,BBBBPB,1-2-1
PBBPPB,PBBP,BBBPPP,1-2-1
PPPBBB,PBBP,BBBBPB,1-2-1
PPBBBB,PPBPP,BPBPPB,2-1-2
BBBBBB,PPBPP,BBBPPP,2-1-2
BBPPPP,BBPBB,PBPBBP,2-1-2
PBBPBP,BPPB,PBBBBB,1-2-1
PPBBBB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBPP,1-2-1
PBPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBPP,1-2-1
PBBPPB,PBBP,BBBBBB,1-2-1
BPBPPP,BBPBB,PBBPBP,2-1-2
BPBPBB,PPBPP,BPBPBP,2-1-2
BBPPPB,PBBP,BPBBBB,1-2-1
BBPBBB,PPBPP,BPBBBB,2-1-2
PPPBBB,PBBP,BBPBPB,1-2-1
BBBPPP,BPPB,PBPBBB,1-2-1
BPBPPP,BPPB,PPPBBP,1-2-1
BPPBBP,BPPB,PPBBPB,1-2-1
PPBBPP,BBPBB,PPPBPB,2-1-2
BBPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBPBB,1-2-1
BPPBBP,BPPB,PPBBBP,1-2-1
BPBBPP,BBPBB,PBBPPP,2-1-2
BPBBPP,BBPBB,PBBPPP,2-1-2
BPPPPB,PBBP,BBPPBB,1-2-1
PPBPBB,PPBPP,BPPPBB,2-1-2
PBBPPP,BBPBB,PPPBPB,2-1-2
PPBPBB,PPBPP,BBPPBB,2-1-2
BPBPPP,BPPB,PBPPBB,1-2-1
BBBBBB,PBBP,BBBBBP,1-2-1
BPBBPP,BBPBB,PBPPPP,2-1-2
PBBPBP,BPPB,PPBPPP,1-2-1
PBPPPB,PBBP,BBPPPP,1-2-1
PBBPPB,PBBP,BBBPPP,1-2-1
PPBBPB,PBBP,BPBBBP,1-2-1
PBPPBB,PPBPP,BPBBBP,2-1-2
PBPPBB,PPBPP,BPBPBP,2-1-2
BBPPPP,BBPBB,PPBPBP,2-1-2
PPPPPB,PBBP,BBBPPB,1-2-1
BPPPPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBPPPP,1-2-1
PPBPBP,BPPB,PPBBPP,1-2-1
BBBBPP,BBPBB,PPBPPP,2-1-2
BBBBBB,PBBP,BPPBBP,1-2-1
PBBPPP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PPPPPP,1-2-1
BPBBBB,PBBP,BBPPBP,1-2-1
BBBBPP,BBPBB,PBBPPP,2-1-2
PBPBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPPBBB,2-1-2
PBPBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPPBBB,2-1-2
BBBBBP,BPPB,PPPBBB,1-2-1
PPPBBB,PBBP,BBPPPB,1-2-1
BPBBBB,PBBP,BPBPPB,1-2-1
PBBBPP,BBPBB,PBBBBP,2-1-2
BBBBPB,PBBP,BBBPBB,1-2-1
PPBPBB,PPBPP,BBPPBB,2-1-2
BPBBBP,BPPB,PPPPBP,1-2-1
PBBBBB,PBBP,BPPPPP,1-2-1
PBBBBB,PBBP,BPPPPP,1-2-1
PPPPBP,BPPB,PBPPPP,1-2-1
PPPPBP,BPPB,PBPPPP,1-2-1
PPPPBP,BPPB,PBPPPP,1-2-1
PPPBBP,BPPB,PPBBPP,1-2-1
BBBBBB,PBBP,BBBPPP,1-2-1
PPPBBP,BPPB,PPBBPP,1-2-1
BBBBBB,PBBP,BBBPPP,1-2-1
PPBBBB,PBBP,BPBPBB,1-2-1
BBBPPP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PPBBBP,1-2-1
BPPPPB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BBBBPB,1-2-1
PBBBBB,PPBPP,BBBBBB,2-1-2
PPBBBP,BPPB,PBPPPP,1-2-1
BBBBBP,BPPB,PBBPPB,1-2-1
PPPBBB,PBBP,BBBBBB,1-2-1
PPPBBB,PBBP,BBPBPB,1-2-1
PBPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBBPP,1-2-1
PBBPPB,PBBP,BBPBPB,1-2-1
PPBPBB,PPBPP,BBPPPB,2-1-2
BPPPBP,BPPB,PBBPPP,1-2-1
PBBBBB,PBBP,BBPBBB,1-2-1
BPBBBB,PBBP,BPBBBB,1-2-1
BBPBBB,PBBP,BBPPPP,1-2-1
BBBBPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBPBP,1-2-1
BBBBPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBPBP,1-2-1
BBBPPP,BPPB,PBPBPP,1-2-1
PPPPPP,BBPBB,PBPBBB,2-1-2
PBBBBP,BPPB,PBPPBB,1-2-1
PBPPPP,BPPB,PPBBBB,1-2-1
BPPPBP,BPPB,PBPBBP,1-2-1
PPBPPP,BPPB,PPBBBP,1-2-1
PPBBBP,BPPB,PBPPPB,1-2-1
BPPPPP,BPPB,PBBBPP,1-2-1
PBBBPP,BBPBB,PBPPBB,2-1-2
BBPBPB,PBBP,BBBPBB,1-2-1
BBPPBP,BPPB,PBPPBB,1-2-1
BPPPPP,BBPBB,PBBPPB,2-1-2
BPBBPB,PBBP,BBBBPP,1-2-1
BPPBBB,PBBP,BPBBBB,1-2-1
PPPBPB,PBBP,BPBBBP,1-2-1
BPPBBB,PPBPP,BBBBBP,2-1-2
BBPBPB,PBBP,BBBPBB,1-2-1
BBPPPP,BPPB,PBPBPP,1-2-1
PPBBPB,PBBP,BPBBPP,1-2-1
BPPBBB,PPBPP,BBPPPB,2-1-2
PBBBBB,PBBP,BPPPBP,1-2-1
PBBBBB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BBBPPP,2-1-2
PPPBPB,PBBP,BPBPBP,1-2-1
BPPBBB,PBBP,BPBBBB,1-2-1
PBBPPP,BPPB,PBBPPB,1-2-1
BBBBPB,PBBP,BBPBBB,1-2-1
PBBBPB,PBBP,BBPBBB,1-2-1
PPPBPB,PBBP,BBBBPP,1-2-1
PPBBPP,BBPBB,PPBPPP,2-1-2
PPBPBB,PPBPP,BPPPBP,2-1-2
BBPPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPPBB,1-2-1
BBBBBP,BPPB,PPPBBB,1-2-1
PBBBBB,PBBP,BPBBPP,1-2-1
BPPPBB,PPBPP,BPPPPB,2-1-2
BBBBBP,BPPB,PPPBBB,1-2-1
PBBBBB,PBBP,BPBBPP,1-2-1
BPPPBB,PPBPP,BPPPPB,2-1-2
BBPPBP,BPPB,PPPPPB,1-2-1
PPBPBP,BPPB,PPBPBP,1-2-1
BPPPBP,BPPB,PBBBBP,1-2-1
BPPPBP,BPPB,PPPPBP,1-2-1
PBBBBB,PBBP,BBPBPB,1-2-1
BBPBBB,PBBP,BBPPBB,1-2-1
BBBBBB,PPBPP,BBBBBP,2-1-2
BBBBBB,PPBPP,BBBBBP,2-1-2
PPBPPB,PBBP,BPPBBP,1-2-1
