before,pingpong_tie,after,length,tie_position
TPPPPT,PBPBT,TPBBBB,5,33
BBPBBB,PBPBT,BPTBBP,5,29
BPBPPB,BPBPT,BPBTPP,5,29
TPPBPB,BPBPT,PBBPBB,5,27
PBPTPT,PBPBT,PTPBBP,5,39
PPBBBP,PBPBT,BBBPBB,5,24
BPBPBB,TPTPT,BPPBPB,5,23
PTPPBT,BPBPT,PPPPPT,5,15
PPBBPB,BPBPT,PPBBBB,5,32
PPBBBB,TPTPT,PBBBBP,5,28
BBBPBT,BPBPT,PBBPPP,5,40
PPPBBB,BPBPT,BTTBBP,5,24
PTPBBP,PBPBT,PPPPTP,5,10
PBTPPB,BPBPT,TBPBPB,5,31
BBPPBP,PBPBT,BPTPBP,5,27
BPTPBP,BPBPT,BPBPTB,5,38
PBPBPT,BPBPT,BBPBPB,5,43
PPPBBB,PBPBT,PBBBPP,5,28
BPPBBP,PBPBT,PBTTBP,5,44
BBBBBB,PBPBT,PBPPPB,5,49
BBPBPP,BPBPT,BPBBBB,5,31
BBBBTB,BPBPT,PBBBTP,5,47
BPPBBB,PBPBT,PPBPBP,5,26
TPBPBP,BPBPT,BPPPBB,5,13
PBBBPB,BPBPT,PPBPBP,5,48
BPPTTP,PBPBT,PBPBPB,5,44
BBPTPP,PBPBT,PBBPPB,5,22
PBPPPB,PBPBT,PBPPPP,5,32
TPBBBT,BPBPT,TBBPBB,5,26
TBBBPP,PBPBT,PBPPBB,5,50
PBBBBB,PBPBT,TPPTPP,5,29
PPBBBB,PBPBT,BBPPBP,5,23
PBTBPT,BPBPT,BTPPBP,5,32
PPPBBB,PBPBT,BPBPPB,5,28
PBPPPT,TBTBT,PPBBPP,5,46
PPBBBB,PBPBT,PPBPBB,5,25
BBBBBT,PBPBT,PBBPPP,5,19
BPPPBP,PBPBT,BBBPBP,5,32
BPPPPP,BPBPT,PBPPPP,5,46
PPPBPB,BTBTT,BBPPPP,5,42
BBPBPB,PBPBT,BBPBPP,5,21
BPPPTP,PBPBT,BPPPPP,5,15
PPPBPB,PBPBT,PBPPBP,5,11
PPBTPB,BPBPT,BPPBBP,5,17
TPPPBP,PBPBT,BPPPPB,5,16
BPBTBP,PBPBT,PPBPBP,5,14
BBPBBP,TPTPT,PPBPBB,5,26
BPBPPB,BPBPT,TBBPBB,5,18
BBBBPB,PBPBT,BPBBPP,5,40
PBBBBP,PBPBT,TPPBPB,5,33
PBBPPT,BPBPT,BBPPBP,5,49
BPBBBP,BPBPT,PPBPBP,5,13
BPTPPB,PBPBT,BBPBPB,5,21
TBPPBB,BPBPT,TBBPPT,5,30
PTTBBP,PBPBT,BBBPPP,5,35
PBPPTP,PBPBT,PBPPPP,5,19
PBPTBB,PBPBT,PTPPPP,5,26
PPPPPB,BPBPT,BBPPPT,5,33
TBPPBT,PBPBT,PBPBPB,5,12
BPPPPB,BPBPT,BBBPBB,5,51
PTBPPT,PBPBT,BBPBPP,5,19
PBPBPB,PBPBT,PBPBPT,5,33
PBPBTP,BPBPT,PTBBTP,5,39
BPTBBP,BPBPT,TBPBPB,5,14
BBBPTP,BPBPT,PBBBBP,5,23
BBBBBB,BPBPT,BPBPPB,5,40
PPBBBT,PBPBT,BBPBPB,5,33
PBBTPP,PBPBT,BPPPTP,5,39
PBBPPB,PBPBT,TTPBBB,5,14
TPPBBB,PBPBT,BPPPPP,5,25
TBPPBP,PBPBT,PTBBPP,5,48
BBTBBB,PBPBT,BPPPPP,5,20
PTBPTB,BPBPT,BTPBBB,5,21
TPBBBB,BPBPT,PBBBBP,5,33
TBBBBP,BPBPT,BBPPBB,5,10
BPPBTP,PBPBT,PPBPBP,5,24
PPPBBB,BPBPT,BPPPBP,5,17
TBPBBT,BPBPT,PBBBPP,5,19
PBTBBT,BPBPT,PPPBBP,5,42
PBBBBB,BPBPT,BBBTBP,5,29
BTBPPP,PBPBT,PBBBPB,5,21
PPPPPP,BPBPT,BPBBBB,5,52
BPTPBB,BPBPT,PPPPBB,5,22
BBBBPP,PBPBT,BTPPPP,5,42
PTBPBB,PBPBT,PBTPBB,5,36
PBBBBP,PBPBT,PBTPBB,5,46
BPPPPP,PBPBT,PPPBBB,5,50
PBPBBT,BPBPT,BTTBPP,5,45
BPBPBP,BPBPT,TPPPPP,5,18
BBBBTB,BPBPT,PBBTPB,5,26
BBBBBT,BPBPT,TPBBBB,5,40
PBPPBB,TBTBT,PTBPPB,5,26
PPPBPB,PBPBT,BPBBPP,5,46
BBPTBB,PBPBT,BPBPPT,5,10
BBBBBP,PBPBT,PBBBBP,5,35
PPPBPB,BPBPT,BPBTPB,5,34
PBPPBB,PBPBT,BPTPBB,5,24
PTPBBB,PBPBT,BBPBPB,5,36
BTBBPB,PBPBT,PPPPPP,5,45
BBPPBP,BPBPT,BPPPPP,5,15
BPPPBP,BPBPT,BTPPPP,5,33
BPBBBP,BPBPT,PPPBPB,5,47
PBTPPB,BPBPT,BBTBBT,5,10
BBBBPB,BPBPT,PBTPBP,5,27
TBBBBB,BPBPT,BTBPTB,5,40
BPBBBP,BPBPT,TBTBPP,5,24
BPBPBP,BPBPT,BPPPPB,5,35
BPBBBB,BPBPT,BBBPPT,5,25
TPBBPB,PBPBT,PPPBPP,5,18
BPBTPP,PBPBT,PBPPPB,5,38
PBBPPP,PBPBT,PPPBBT,5,16
PBBPPT,PBPBT,BPTBBP,5,43
BPTBBB,PBPBT,BTBBPB,5,34
BPTPPT,BPBPT,BPBPPB,5,18
BPBBPB,PBPBT,PBPPTB,5,31
PBBPPP,BPBPT,PPBPBB,5,45
PBPPPB,PBPBT,BPBBBP,5,26
BPTTBB,PBPBT,TPBPBP,5,17
PBBPBB,PBPBT,BPPBBB,5,25
BPPBBB,BPBPT,BBBPTP,5,45
BPBBBP,BPBPT,TPPBBP,5,13
PPTBPP,BPBPT,BBPBBB,5,25
BTPBBB,BPBPT,PBBTPP,5,43
BPPBBB,PBPBT,BPPBBP,5,32
TBPPBB,PBPBT,BBPPPB,5,42
PBPBPB,BPBPT,PBBPPT,5,37
BPPTPP,BPBPT,PBBPBP,5,36
BPPTPB,BPBPT,BPPPPB,5,41
PPBPBP,PBPBT,PBBBPP,5,35
BPBBPB,PBPBT,BBPPBB,5,43
PPPPPT,BPBPT,PPBBBB,5,25
PTBPPB,BPBPT,PBBBTB,5,37
TPPPBB,PBPBT,PPPBPP,5,31
BPPPBB,PBPBT,BPPBPB,5,41
PPPBBB,BPBPT,PBPPPB,5,12
BPPBPB,PBPBT,PBPBBB,5,40
BBPPBT,BPBPT,BTBBTB,5,31
PBBBTB,PBPBT,TBPBPP,5,33
BPPPPB,BPBPT,PBBBPP,5,21
BBTBBB,PBPBT,PBPBBB,5,42
BBBPBP,PBPBT,PPBBPB,5,26
BTPPBB,PBPBT,PBBBBB,5,35
PTPBTB,BPBPT,BTBPPT,5,21
BBBPBP,PBPBT,PPPBBB,5,23
BPBBBT,PBPBT,PPPPBB,5,22
BPBBBP,BPBPT,PBTPBB,5,13
BPPPBP,BPBPT,BPBPPB,5,31
BPBBPT,BPBPT,PBTTTB,5,16
BTBBPB,BTBTT,PBPBBP,5,39
BPPBPB,PBPBT,PPBPPT,5,40
BPBBBB,BPBPT,PPPPBP,5,14
PBBPPT,BPBPT,BBPBPT,5,38
BPBPTB,BPBPT,PPPPBP,5,44
BBBPTT,BPBPT,PBTBPP,5,10
BBBBBP,BPBPT,PBPPTB,5,25
BTPBPP,PBPBT,PPBPBP,5,46
BPPPPB,BPBPT,PPBPTB,5,20
PBPTPP,PBPBT,BPBBBP,5,33
BBBBPP,BPBPT,BPBBBB,5,52
BBBPBB,BPBPT,PBPTBB,5,18
PPBBPP,PBPBT,BPTBBP,5,25
PPBBBB,PBPBT,BPPBPP,5,19
TBBBBB,PBPBT,BTBBPB,5,35
PBTBPP,BPBPT,BPBPBP,5,25
BBPTBT,PBPBT,BPPTBP,5,31
BBPBBB,BPBPT,TPBBBB,5,43
PPBTBB,PBPBT,PTPPBP,5,44
BPBTPP,BPBPT,BBPPBP,5,38
BPPBPP,BTBTT,PPPPBB,5,26
PPBBPP,PBPBT,BBPBBB,5,31
PBBBPB,PBPBT,PBPPBP,5,36
PBBPBB,PBPBT,PPTPBP,5,31
PBTPPT,PBPBT,PPBBTB,5,39
PPPBPB,BPBPT,BPTBBP,5,40
PBBBPT,PBPBT,BBPBPP,5,16
PPPPBP,BPBPT,TBBBBB,5,39
PBPPPT,BPBPT,PBBPBB,5,26
PPBTBP,TBTBT,PPBBBP,5,13
PPPTBB,PBPBT,BPBBBP,5,23
PPTBPB,BPBPT,PBBBBB,5,49
BTBPBT,PBPBT,TBPBBB,5,32
PBTTPP,BPBPT,BPBTBT,5,27
BBPTBP,BPBPT,TPPBBB,5,21
BPBBPP,PBPBT,PBBTTB,5,37
BTPBBT,TBTBT,BBPBBP,5,46
BPBBPP,BPBPT,PPBBBB,5,30
BPBPBP,PBPBT,BPBPPP,5,17
TBPBPP,PBPBT,PPPBPB,5,27
BBBPPP,PBPBT,BPPBBB,5,15
BBPPPP,BPBPT,PPBTBB,5,28
PBPBBB,PBPBT,BBBPPP,5,21
BPBTBP,PBPBT,PPBBPB,5,32
PPPBPB,PBPBT,TPBPBP,5,25
PPPTBP,PBPBT,BBBBBP,5,21
PBBBPB,PBPBT,TPBBBP,5,42
PPBBPP,BPBPT,PPBPPT,5,34
PPPTBB,PBPBT,BPPTBP,5,33
PPPPTB,BPBPT,PPPBBB,5,32
BBPPPP,BPBPT,BBPPPB,5,30
PTPTBT,BPBPT,BPBPTB,5,16
TBPBPT,BPBPT,BPBBPP,5,21
BPPBPT,PBPBT,PPBBBB,5,35
BBBPPP,PBPBT,PBPBPP,5,44
PBTPPP,PBPBT,BPBBPP,5,14
PPPPPP,TPTPT,PBBBBB,5,32
BPPPTB,BPBPT,BTBPPB,5,49
TBBBBT,PBPBT,PPBPPP,5,50
PBPBPB,BPBPT,BBTPPP,5,44
PTBPPT,BPBPT,BTPBTB,5,21
PBPBPP,PBPBT,PPBBPP,5,19
PBPBPB,BPBPT,PBBPPB,5,44
BPPBBB,BPBPT,PPBPPP,5,22
BBPBBB,PBPBT,PPPPBP,5,48
BBPBBP,BPBPT,PPBTTP,5,16
BBBBBB,BPBPT,BBBBPP,5,11
BBPPPP,BPBPT,PBBBBP,5,21
PTPBBB,BPBPT,BTPPBP,5,30
TPPBBP,BPBPT,PBPPPT,5,37
BBPPPP,BPBPT,PBBBPP,5,39
PBBPBB,PBPBT,PTBPBT,5,22
BBPBBP,BPBPT,PBBTPB,5,51
BPBBBB,BPBPT,PPPBPB,5,28
PPPPPB,PBPBT,BBBPTB,5,29
PBPBPP,PBPBT,PPPTPB,5,22
PBPBBB,PBPBT,TPPBTP,5,21
PPBBPP,BPBPT,TPPBBB,5,31
PBPBPP,BPBPT,PPBPBB,5,13
PBBBPT,PBPBT,PPPBTB,5,26
PBBPPT,PBPBT,BPTPPP,5,43
BPBBPB,PBPBT,BPBBBB,5,36
TPPPBP,BPBPT,BBBBPP,5,16
BBTPPP,PBPBT,PPPTBT,5,13
BPPPBB,BPBPT,BPBTPP,5,25
PBPBPP,PBPBT,BBPBBB,5,46
BBPBPP,PBPBT,PBPPPP,5,32
PTPBPP,PBPBT,PBBTPP,5,17
PTBBPP,BPBPT,BBBPBB,5,26
BTBPPP,PBPBT,BBPBPB,5,11
BBPBBP,PBPBT,PPTPBB,5,32
PPPBBP,BPBPT,BBPBPB,5,12
BBBPPB,BPBPT,PPPBPP,5,46
BPBPPP,PBPBT,PPBBPB,5,36
BPBBPT,BPBPT,BPTBBP,5,50
BBPPBP,BPBPT,PBPTBB,5,15
PPTBPB,PBPBT,BBBBBP,5,43
BPBPPB,BPBPT,PPPPPB,5,34
PPBBBP,PBPBT,PBTPBP,5,35
PPBBBB,PBPBT,BBPPPP,5,42
BPPPBP,PBPBT,BBPBBP,5,37
BTBBBB,BPBPT,BPPPPP,5,23
BPPBBP,PBPBT,BBBBPT,5,10
BBTTBP,BPBPT,PBPBTB,5,37
PBPBPT,PBPBT,BPPTPB,5,42
PPTPBB,PBPBT,PPPBBB,5,52
PPBTPB,BPBPT,PBTPTB,5,18
PPBTPB,PBPBT,TPBBPB,5,15
PBBPBP,BPBPT,BBPPBP,5,32
BPTBBP,PBPBT,PPPPPB,5,40
BPPBPT,PBPBT,PBBPBP,5,22
BTBBBP,PBPBT,BPPPPP,5,38
BPBPPP,PBPBT,BBBPPP,5,45
BPBPBB,BPBPT,PPPPPT,5,29
BBPPPP,PBPBT,PPBPBB,5,38
BBBPPB,BTBTT,PPPBBB,5,11
TPPBBP,PBPBT,PBBBPB,5,19
BTBBBP,PBPBT,PBBPPP,5,44
PBBPTP,PTPTT,BPPBPP,5,27
PBPPPP,PBPBT,TBTBBT,5,38
BTTPPP,PBPBT,BBBPBP,5,31
BBBBPT,PBPBT,PTPPBP,5,17
PBPBBP,BPBPT,BPPBPB,5,39
BPTBPP,BPBPT,BBPPPP,5,47
PPTPBB,PBPBT,BPPBPP,5,34
BPPBPP,PBPBT,BTBBPB,5,45
PBTBBP,BPBPT,TBBBPP,5,37
PBBPBT,BPBPT,BPPPBB,5,29
PBPBPB,BPBPT,PBPBTB,5,24
BBPBPT,PBPBT,BBPBPP,5,29
PBTBBB,BPBPT,PTPBBP,5,50
BBTPBP,PBPBT,PPPPPT,5,44
BBPPPP,BPBPT,BBBBBB,5,28
PBBBPP,BPBPT,PBPPTB,5,40
PPPBBB,PBPBT,PPTBPP,5,20
PBTPBT,BPBPT,PBPBPB,5,32
BPBBBP,PBPBT,PPBBPB,5,31
BPBBPB,BPBPT,BBPBBP,5,42
BBBBTB,PBPBT,BBBPPP,5,32
PBPPBB,BPBPT,PPBBBP,5,39
TBPPBB,BPBPT,PBPPPB,5,21
BBBBPP,PBPBT,TTPBPP,5,21
PPPTPP,PBPBT,BTPPPB,5,37
PPBBPB,PBPBT,BTBBBB,5,40
PPBBBP,PBPBT,PBPPTT,5,39
PBPBPB,PBPBT,PPPBPP,5,27
BBBPBB,BPBPT,BBPPBP,5,26
PBPBPP,BPBPT,PPPPPB,5,44
BPPPBP,BPBPT,BBPPBT,5,35
BBPPTB,BPBPT,PBPBPP,5,50
BPBBPP,PBPBT,PBPPTB,5,30
PBPPBB,PBPBT,BBPPPB,5,48
BPBBBB,PBPBT,BPBBBP,5,11
BPBBTT,BPBPT,BBPPTB,5,25
PPTPBP,PBPBT,BPPPBB,5,20
BPBBBP,PBPBT,PPBPBP,5,39
BPBBBB,PBPBT,PTPPBB,5,37
PBBTBP,BPBPT,PTPPPB,5,30
BBBBBP,BPBPT,BBBPBB,5,30
PBBPBP,BPBPT,BBPPPP,5,21
BPBPPB,PBPBT,BPPBPB,5,17
PBBPBB,BTBTT,BPBPTP,5,35
BBTBTT,BPBPT,PBTPBB,5,40
BPBPPP,BPBPT,BBPBPP,5,40
TBPPTB,PTPTT,PBPPBT,5,16
BPPPPP,BPBPT,PPTPPP,5,38
BPPPBP,PBPBT,PPBPBB,5,19
BBPPBP,BPBPT,PPPBPP,5,35
PPPPPP,BPBPT,PTTPBB,5,21
PPBPPB,PBPBT,PPPPTP,5,12
PBBBPB,PBPBT,TTPPPB,5,39
BPPPPB,BPBPT,PPPPBP,5,25
PPPBTB,PBPBT,BPBBPB,5,30
PBBPPB,BPBPT,BPPPPP,5,19
BBBBPB,PBPBT,BBBBBB,5,14
PBPBBP,PBPBT,BBBBBT,5,42
PPPBBB,BPBPT,BPBBBB,5,17
BPTPPP,PBPBT,BBBPBB,5,10
PBBPPB,PBPBT,BPBBBP,5,45
TBBPPB,PBPBT,PPPTPB,5,10
TPBPBB,PTPTT,PPPTBB,5,24
PTPTBB,BPBPT,TTPPPP,5,35
PBTPBT,PBPBT,BPBBBB,5,24
PPPBPB,PBPBT,BPPBPP,5,23
TPBPPB,PBPBT,BPPPPT,5,43
BPPBBP,PBPBT,PPBPPB,5,12
BPBPPB,BPBPT,BPBBBP,5,22
PBBBBP,BPBPT,BPBPPP,5,14
PPBPBP,PBPBT,TPBBPT,5,35
PTPTPB,BPBPT,BTPPPB,5,45
PTPPBP,BPBPT,BBBBPB,5,28
TPBBPB,BPBPT,BBBBBB,5,13
PBBPBP,BPBPT,PPBBBP,5,27
PBPBPB,BPBPT,BBBPTB,5,51
BPBBBB,BPBPT,PPBTBB,5,20
PBBTBP,PBPBT,PBBBPP,5,33
BBPPPB,BPBPT,BPBTBP,5,46
BPPBPB,BPBPT,BPPPPP,5,37
BBTTBB,PBPBT,BTBPTB,5,25
BBTPPB,BPBPT,PPPBBB,5,21
PTPBPT,BPBPT,TPBBTP,5,19
PBBPPP,PTPTT,TBBPBB,5,34
PPBBBP,PBPBT,TPPPPB,5,20
BBPBBP,TBTBT,BTPPBP,5,36
TBTPPP,PBPBT,PPBPPP,5,26
PPTPBP,BPBPT,PBBPPT,5,39
PPPPPT,PBPBT,PPBPPP,5,16
TBBPPB,BPBPT,BBBBBP,5,35
BBBPBP,BPBPT,BBBPPB,5,35
PBBBBP,BPBPT,BBPPBB,5,16
PTBBTP,PBPBT,PTBBBP,5,16
PBPPPB,PBPBT,BPPPPB,5,41
BTPPBP,TPTPT,PPPBTT,5,15
BBPBPP,PBPBT,BBBTBP,5,19
BPBBBB,BPBPT,PPTBBT,5,11
PBPPBP,BPBPT,TBPTBB,5,34
PBBPBB,PBPBT,PBBPPP,5,18
BTBBPP,PBPBT,PBBBPB,5,13
PBBBBB,BTBTT,TPBBBB,5,45
BPBTPB,BPBPT,TTPBBT,5,39
BPTTBB,BPBPT,BPBTBB,5,20
PPBPBP,BPBPT,PBBBBB,5,15
BPPPBP,PBPBT,BPBPBP,5,17
PBTPBP,PTPTT,PBBTBB,5,17
PBBBPP,BPBPT,PTBPBP,5,48
BBTPBB,BPBPT,BPPPBT,5,18
PPPBPP,PBPBT,PPTBPB,5,21
PBPPPB,BPBPT,BBPBBB,5,20
PPBTPB,PBPBT,BBTPBB,5,16
TBPPBP,PBPBT,PBPTTP,5,34
PBPBBB,PBPBT,PBBPBT,5,25
BBPPBP,BPBPT,BPBPPB,5,25
PPPPBT,PBPBT,BBBPPP,5,24
PBTBPB,PBPBT,BPBBPB,5,16
PBTBPP,BPBPT,BPBPPT,5,31
TBBTBB,BPBPT,BBTPPP,5,10
PBBPBB,PBPBT,PBPPBB,5,22
TPBPBB,PBPBT,BBBBPP,5,16
PBPPPB,BPBPT,BBBBBP,5,10
BBBPBP,BPBPT,TPPPBP,5,43
BPBPPB,PBPBT,PBPBPP,5,43
PBBPBP,PBPBT,PPPPPP,5,24
PPPPPP,PBPBT,TPPPBP,5,49
PBPPPB,BPBPT,BPBBBB,5,46
BBBTBP,BPBPT,BPPPPP,5,17
BBTPPP,BPBPT,PPBBPP,5,39
BBPPPB,BPBPT,BPBPTT,5,29
BBPBPT,BPBPT,TBPPBP,5,34
BBBTPB,PBPBT,PPTPBB,5,21
BBTPPB,BPBPT,PBPBBB,5,21
PPBBBP,PBPBT,PBTPTB,5,45
PBBTTP,BPBPT,BBBBBP,5,20
PBPBPB,PBPBT,TBPBPP,5,48
BBBPBP,PBPBT,BPPPPB,5,43
TPTBPT,BPBPT,PPBPBB,5,42
BBBBBB,BPBPT,BBBPPT,5,36
BBPTPP,BPBPT,BBBPBB,5,36
PBBBBB,PBPBT,PTPBBB,5,37
BPPPPB,PBPBT,TPBBTB,5,32
BBBBBB,PBPBT,BPPPBP,5,35
PBBPBP,PBPBT,BBBBPT,5,37
BBBBPT,BPBPT,BPBBBB,5,48
BBPBBP,BPBPT,BPPPPP,5,22
BBBBPP,PBPBT,BPBBBB,5,47
PBPBPB,BPBPT,PBBPBB,5,17
PTPPPT,BPBPT,PBPPBB,5,43
BBBBBP,PBPBT,BPBBBB,5,14
PPBBPP,PBPBT,BPPBPP,5,46
PBBBBB,PBPBT,BPBBPP,5,20
BPPBBP,BPBPT,TBPPBB,5,32
BTBPTP,BPBPT,BPPPBB,5,28
TBPBPB,BPBPT,BPBPPP,5,28
PBPBBB,PBPBT,BPPBBB,5,34
BBBBTB,BPBPT,TTPBPP,5,22
BBPBBP,PBPBT,PPBBPP,5,43
TBPBBP,PBPBT,BPBPPT,5,30
PPBBBP,PBPBT,PBPBPB,5,15
BPBTBB,BPBPT,PPTBPT,5,19
PBBPPT,PBPBT,PBBBBP,5,15
BPTPBB,BPBPT,BPPBPP,5,29
PPBBTB,PBPBT,BBBBPB,5,33
BBBBBP,BPBPT,BPPTPB,5,26
BTBPTP,BPBPT,PBPPTB,5,38
PPPPPP,BPBPT,BBPBPB,5,13
PBTPPP,PBPBT,PPBBBP,5,35
PTPBPB,BPBPT,BBPPBP,5,33
PPPPTP,PBPBT,BPBPBP,5,23
PBBBPP,PBPBT,PBTBBP,5,38
BBBBPB,BPBPT,PBBPPB,5,38
BBBBBP,TPTPT,PPBPBP,5,27
BBBPPB,BPBPT,PPTTPT,5,47
BPPPBP,PBPBT,BBBBBP,5,10
PTPBBP,TBTBT,TBPTTP,5,39
PBPPPB,PBPBT,PPBPPT,5,39
PPPBPP,BPBPT,PPBPPP,5,36
BBPPPP,BPBPT,PPBBBT,5,38
BPPTPT,BPBPT,PBBPPT,5,43
PTPPBP,BPBPT,PPPPBB,5,33
BBPPPB,PBPBT,BBBBPB,5,30
PBPBBP,PBPBT,BBPPBB,5,30
BBTBBP,PBPBT,TBBTPP,5,15
PPBTPP,BPBPT,BBBPPB,5,24
PPTBBB,PBPBT,PPBBTB,5,13
BBPBPB,PBPBT,PPTPBP,5,37
BBBPBP,BPBPT,BPBPPP,5,32
BBPPPB,BPBPT,PPBBPP,5,53
PPBPBP,BPBPT,PPPBPP,5,13
PBTBBT,PBPBT,PBPPPB,5,17
PTTPBP,BPBPT,PBTBBT,5,37
BPPBBP,BPBPT,TPBPPB,5,16
BBPBPP,PTPTT,PBBPBB,5,48
BBBPPP,PBPBT,BPTBBP,5,14
PPTBBP,BPBPT,PPTPPP,5,30
BPTBPP,BPBPT,TBTPPB,5,48
PPBBBT,BPBPT,TPTPPP,5,37
BTPTTB,BTBTT,BTPBPB,5,22
BPPBPB,PBPBT,BBBPBB,5,20
TPPPBB,BPBPT,PBPBBB,5,38
PPPPPT,PBPBT,PPPPBP,5,31
BBTTBT,BPBPT,PPPTPT,5,46
PPPBBB,PBPBT,TPBPPB,5,10
BTTPBP,PBPBT,BPBBBB,5,19
BPBBBP,BPBPT,BTPBBP,5,48
PPPTBP,BPBPT,BPPBBB,5,24
PPBBBP,PBPBT,BBPPTB,5,16
BTPBTB,TPTPT,PPPBPP,5,13
TPPPBP,PBPBT,PBPBTP,5,23
PPBPBT,PBPBT,PTBPBB,5,28
BPPBPB,BPBPT,PBPPBB,5,38
PTPPBT,BPBPT,BBBPPB,5,27
PPBPTB,BPBPT,PBPPPB,5,11
TBBPPP,BTBTT,PBBBPP,5,28
PPBPBP,PBPBT,BBBBPB,5,47
PBPBBP,TPTPT,PTPBTP,5,22
PBBTPP,BPBPT,BPPBTP,5,15
TPBPPB,BTBTT,PPTBBP,5,40
PPPPBB,BPBPT,PBTPPB,5,13
PPPBTB,BPBPT,BPPPPT,5,51
BBBBBB,PBPBT,PTPPBB,5,10
PPBPBP,BPBPT,TPPBPP,5,35
BBBBBP,BPBPT,BPBBTT,5,27
PBPPBB,PBPBT,BBBBTP,5,20
BPBBBP,PBPBT,PBPBBP,5,31
PBPPPB,TPTPT,BBPBPB,5,40
BBPBPB,BPBPT,PPPBPB,5,51
TBPTPB,PBPBT,BPBBPB,5,12
BPBBPP,PBPBT,BPPBBT,5,20
BBPPBB,PBPBT,PBBPTB,5,52
BPBBPP,PBPBT,BBTBBB,5,26
BBPBBB,BPBPT,BPBBTP,5,30
BBPBBB,PBPBT,PPTPPP,5,36
BPBBBB,BPBPT,BBBBBB,5,27
PPPPPB,BPBPT,BBTPTB,5,18
BTBPPP,PBPBT,PBBPTT,5,23
BPBPBB,BTBTT,PPPBBB,5,47
PTPBPP,PBPBT,BPPPPB,5,43
BTBPPT,PBPBT,BBBPPB,5,24
PBBPPP,PBPBT,BBBBBP,5,32
BBBPPP,PBPBT,PBPBPP,5,24
TPBPPT,PBPBT,PPBBBP,5,19
BPBPBB,BTBTT,PBPBPP,5,23
BBPPBB,BPBPT,PPBPPT,5,23
PPBBPP,BPBPT,BBPPBP,5,26
PPBPBP,PBPBT,BBBPPP,5,39
BPTBBP,PBPBT,BPTBBP,5,43
TPPBBP,BPBPT,BPBBTT,5,51
PBBBTB,BPBPT,BPPPTP,5,14
PPPTPB,PBPBT,TTBBPP,5,26
BTBPPB,PBPBT,BBPTBB,5,20
BBBPBB,PBPBT,TBBTPB,5,23
PPPPPB,PTPTT,BBPPBP,5,22
PBBBPT,PBPBT,BBBBPB,5,39
BPPBPP,PBPBT,BBBBPP,5,29
PBPBBB,PBPBT,BPBBBP,5,19
PBBPPB,BPBPT,BBPBPB,5,29
PTPBBB,BPBPT,BPPPPB,5,49
BTPBPP,BPBPT,BTBPPB,5,10
BPPBBB,BPBPT,PPBBPP,5,27
TTPBPT,BPBPT,BPBPPP,5,42
PPPPPP,BPBPT,BBPPPB,5,31
PTBBPP,PBPBT,PBPBPP,5,40
BPPPPB,PBPBT,PPPBBB,5,50
BBPPBP,PBPBT,BBPBPP,5,38
TPPPTP,BPBPT,PPBBPB,5,23
PBPPBB,BPBPT,PBBPBB,5,34
BPBBBP,BPBPT,BTPPBB,5,47
PPBPTT,PBPBT,BBPPPP,5,18
PBPBPB,PBPBT,PPBTPT,5,13
PBBPPB,PBPBT,BBPTTB,5,21
BPPBTB,PBPBT,BPBBPB,5,41
PPTBBB,TBTBT,PPBPPT,5,27
BPPBBB,PBPBT,TPTBBP,5,31
TPBBPB,BPBPT,BBBBPT,5,48
BBBPPP,PBPBT,PBBBBP,5,29
PTBBBB,PBPBT,PPPPBP,5,15
PBPPBP,PBPBT,BBTPPB,5,30
PBPBBT,BPBPT,BPPBPB,5,16
BBPPBP,BPBPT,BTPBBP,5,47
PPBBPB,PBPBT,PBBPPP,5,28
BPPPPP,PBPBT,BBBPPP,5,48
BPPPPT,BPBPT,BPBTPT,5,19
BPPTPP,PBPBT,BBTPBB,5,18
BPBPBP,BPBPT,PBPBBP,5,47
PTPBPP,BPBPT,PTBBBB,5,15
PPBTBP,PBPBT,BPPPPB,5,20
BPBTPB,PBPBT,BBBBPB,5,40
BPPTPP,PBPBT,BPPPPB,5,22
PBTPPP,PBPBT,PBBPBP,5,15
PBTPBB,PBPBT,PPPPBP,5,23
TPPPPB,PBPBT,BPBBPT,5,33
PPBBBB,PBPBT,BBPBPT,5,47
PBPBTB,BPBPT,PPBBBB,5,53
TPBPBB,TPTPT,PBBTBB,5,41
PBBPPT,BPBPT,TPPBPP,5,32
TBBPPB,BPBPT,BBPBBT,5,31
PTPBPB,BPBPT,BBBPBP,5,25
TPPPPB,PBPBT,BPTBBB,5,51
TBPPBB,PBPBT,BBBPBT,5,44
PPBBBP,PBPBT,PPPBPP,5,22
BBBPBB,PTPTT,PTBTPB,5,23
BPPPBP,PBPBT,BPPBPP,5,46
BBBBBP,BPBPT,BPBPPP,5,32
PBBPBB,PBPBT,PBPPBB,5,12
PPBBTP,BPBPT,BPBBBP,5,43
PPTPBP,BPBPT,BBPPBP,5,12
PBPBBP,BPBPT,BPBBBT,5,30
BBPBPB,BPBPT,BPPPPB,5,10
TTBBPP,BPBPT,BPPPBP,5,26
BPBPPB,BPBPT,TPPBBB,5,33
BTBPBP,BPBPT,PBBPPP,5,18
PPPPTP,PBPBT,PBBBPT,5,33
TPPBBP,BPBPT,TTBPBP,5,30
BPPBPP,PBPBT,BTPPBP,5,51
BBPPPP,PBPBT,BPPBPP,5,34
